tanim,guc,ort_tuketim,gun_sayisi,yuk_faktoru_proxy
700291742,1250,0.0,166,0.0
700291747,630,1943.9571929824563,285,0.12856859741947463
700291749,1000,5004.1466666666665,24,0.20850611111111111
700291758,1250,1499.0833333333333,24,0.04996944444444444
700291761,1000,4608.539159663866,238,0.1920224649859944
700291763,1250,2635.4666666666667,24,0.08784888888888889
700291766,1250,2683.5833333333335,24,0.08945277777777778
700291774,100,264.765,24,0.11031875
700291800,400,1243.3700000000001,24,0.12951770833333334
700291802,250,10.043333333333333,24,0.0016738888888888888
700291805,160,0.0,24,0.0
700291810,160,161.4125,24,0.04203450520833333
700291811,250,100.11024390243904,82,0.016685040650406505
700291813,1000,996.3199999999999,2,0.04151333333333333
700291815,1250,1862.023162583519,449,0.06206743875278397
700291822,1250,996.4666666666667,24,0.033215555555555554
700291825,1250,2837.7833333333333,24,0.09459277777777778
700291828,400,2011.005,24,0.2094796875
700291839,50,35.39333333333334,24,0.029494444444444448
700291848,1000,349.3066666666667,24,0.014554444444444445
700291852,630,1489.2833333333335,24,0.0984975749559083
700291856,1000,1524.8925925925928,243,0.0635371913580247
700291857,630,3780.6034999999997,400,0.250039914021164
700291860,630,4468.641666666666,24,0.2955450837742504
700291861,1000,1948.7066666666667,24,0.08119611111111111
700291864,400,1249.9216901408452,142,0.13020017605633805
700291870,50,11.728399999999999,50,0.009773666666666665
700291871,50,233.0621276595745,282,0.19421843971631206
700291880,100,22.35878787878788,198,0.009316161616161616
700291881,50,40.872499999999995,24,0.03406041666666666
700291886,250,52.992452830188675,212,0.008832075471698113
700291888,160,1381.295,24,0.35971223958333337
700291891,100,534.6283333333333,24,0.22276180555555555
700291899,1000,3182.97178021978,455,0.13262382417582416
700291905,1250,681.1166666666667,24,0.022703888888888888
700291908,1000,4212.55,24,0.17552291666666667
700291921,1000,2178.687296703297,455,0.09077863736263737
700291929,1000,2702.72,2,0.11261333333333333
700291934,1000,1980.804923076923,65,0.08253353846153845
700291936,400,0.0,4,0.0
700291937,630,0.0,1,0.0
700291942,630,698.8916666666668,24,0.046222993827160504
700291952,630,200.96842105263158,38,0.01329156223893066
700291961,100,1285.3075000000001,24,0.5355447916666667
700291964,630,329.3,24,0.02177910052910053
700291965,630,1290.9771739130433,184,0.08538208822176212
700291967,400,411.66967741935485,434,0.04288225806451613
700291971,1000,1030.0759493670887,79,0.0429198312236287
700291972,1000,3012.3199999999997,45,0.1255133333333333
700291973,50,2.6197500000000002,160,0.002183125
700291981,1000,2959.8799999999997,24,0.12332833333333332
700291989,1250,0.0,3,0.0
700291991,1250,2230.9666666666667,24,0.07436555555555556
700291992,1250,1284.3500000000001,24,0.04281166666666667
700291993,1250,1523.5,24,0.05078333333333333
700291996,1250,313.1658986175115,434,0.010438863287250385
700292012,1000,3030.933333333333,24,0.12628888888888887
700292015,160,32.95319444444445,432,0.008581561053240741
700292016,630,469.0,24,0.031018518518518518
700292022,400,509.74,24,0.05309791666666667
700292024,1000,788.1739130434783,23,0.032840579710144924
700292027,400,212.265,24,0.022110937499999997
700292030,630,2637.9500000000003,24,0.17446759259259262
700292031,630,3918.244444444444,9,0.2591431510875955
700292039,630,594.4090909090909,22,0.03931277056277056
700292040,630,526.6333333333333,24,0.03483024691358025
700292042,1600,3788.3736263736264,455,0.09865556318681319
700292044,630,4.082294520547945,146,0.0002699930238457636
700292048,1250,2435.05,24,0.08116833333333334
700292057,1000,2188.9333333333334,24,0.09120555555555555
700292059,800,1620.03125,24,0.08437662760416667
700292067,250,73.06333333333333,24,0.012177222222222223
700292069,400,2414.3134945054944,455,0.251490989010989
700292071,1520,1040.974945054945,455,0.0285354973973395
700292072,630,542.62625,320,0.0358879794973545
700292073,400,364.69,24,0.03798854166666667
700292074,160,179.8693023255814,258,0.04684096414728682
700292076,1000,361.01909407665505,287,0.01504246225319396
700292077,630,817.5833333333334,24,0.054072971781305115
700292078,100,4.126666666666666,24,0.0017194444444444442
700292079,400,335.8886274509804,306,0.03498839869281046
700292080,50,99.76871681415929,452,0.08314059734513274
700292085,1000,3006.606527472528,91,0.125275271978022
700292088,400,694.085,24,0.07230052083333334
700292095,630,2186.4479120879123,455,0.1446063433920577
700292097,800,595.6,15,0.031020833333333334
700292098,1600,4850.633333333333,24,0.12631857638888888
700292101,1000,1203.9466666666665,3,0.050164444444444435
700292103,1250,1599.2307692307693,455,0.05330769230769231
700292104,1250,974.2878504672898,321,0.03247626168224299
700292108,1250,691.9881006864988,437,0.023066270022883292
700292111,100,199.39,24,0.08307916666666666
700292117,1250,865.3479853479854,273,0.028844932844932846
700292118,1250,3738.6677042801557,257,0.12462225680933853
700292119,1250,2807.038374717833,443,0.09356794582392777
700292120,1250,5197.9841758241755,455,0.1732661391941392
700292121,1000,5727.68551724138,58,0.23865356321839082
700292122,630,2761.110213776722,421,0.18261310937676734
700292123,630,3418.3973626373627,455,0.22608448165591022
700292124,630,2453.8874725274727,455,0.16229414500843073
700292125,630,2699.6577272727272,440,0.1785487914862915
700292126,1000,5535.7207912087915,455,0.230655032967033
700292127,1000,5545.350447761194,268,0.2310562686567164
700292128,400,4067.436226415094,159,0.42369127358490566
700292133,1600,2708.402197802198,455,0.07053130723443224
700292134,1600,4228.6560439560435,455,0.11012125114468864
700292136,1000,3364.7936703296705,455,0.14019973626373627
700292137,1000,868.0010549450549,455,0.03616671062271062
700292138,1000,2761.0007124681933,393,0.1150416963528414
700292143,400,1925.9626666666666,15,0.2006211111111111
700292145,1250,2765.6,2,0.09218666666666667
700329837,1000,35.128375,24,0.0014636822916666665
700329844,1000,7869.818373626374,455,0.3279090989010989
700329845,1000,11292.213333333333,24,0.47050888888888887
700329849,1000,5124.6612389380525,452,0.21352755162241885
700329850,1000,4770.167195767196,189,0.19875696649029984
700329857,1250,7986.445714285714,455,0.26621485714285714
700329858,400,907.1564835164836,91,0.09449546703296705
700329869,1000,3778.113103448276,58,0.15742137931034483
700329873,1250,1148.1986813186813,455,0.038273289377289375
700329876,400,2981.767272727273,198,0.3106007575757576
700329879,1250,2499.135634032634,429,0.08330452113442112
700329901,1000,53.12307692307692,104,0.0022134615384615383
700329902,400,1362.2238241758241,455,0.141898315018315
700329903,1000,3083.791818181818,352,0.12849132575757577
700329904,1000,3458.663384615385,455,0.14411097435897438
700329908,1250,3792.0846715328466,274,0.1264028223844282
700329918,250,941.0057142857142,35,0.1568342857142857
700329920,1000,0.0,1,0.0
700329921,1000,4301.845185185185,432,0.17924354938271606
700329926,400,399.5169230769231,455,0.04161634615384616
700329927,400,673.8007912087912,455,0.07018758241758243
700329928,160,575.43,24,0.14985156249999998
700329932,400,0.0,7,0.0
700329934,1250,0.0,24,0.0
700329939,1000,2422.1063529411767,85,0.1009210980392157
700329943,630,1606.25,24,0.10623346560846561
700329945,1250,4711.033333333334,24,0.15703444444444445
700329951,1000,1034.469978021978,455,0.04310291575091575
700329956,1250,2351.922222222222,36,0.0783974074074074
700329959,160,0.0,24,0.0
700329964,400,29.150000000000002,24,0.0030364583333333337
700329965,400,568.695652173913,23,0.05923913043478261
700329966,250,369.79078534031413,382,0.06163179755671902
700329969,160,242.0385882352941,85,0.06303088235294117
700329971,630,1780.505376344086,279,0.11775829208624908
700329972,250,441.36422907488986,454,0.07356070484581498
700329973,1000,2138.88,1,0.08912
700329974,1000,3381.8611152416356,269,0.1409108798017348
700329977,160,288.53457142857144,280,0.0751392113095238
700329978,1000,142.53221978021978,455,0.0059388424908424905
700329981,1000,949.5999999999999,2,0.03956666666666666
700329982,630,990.6514285714286,455,0.06551927437641723
700329993,1250,1313.0816513761467,436,0.04376938837920489
700329995,400,617.326274509804,153,0.06430482026143791
700329998,1000,2953.0899492385784,394,0.12304541455160743
700330001,250,265.3170731707317,82,0.04421951219512195
700330002,250,822.6524835164835,455,0.13710874725274724
700330003,400,509.5477777777778,432,0.05307789351851852
700330006,630,1744.8000000000002,2,0.11539682539682541
700330007,50,133.76563876651983,454,0.11147136563876653
700330008,1000,2400.68268,450,0.100028445
700330009,1250,1083.4776470588235,85,0.03611592156862745
700330013,400,621.984860557769,251,0.06479008964143428
700330014,1000,548.9828571428573,21,0.02287428571428572
700330017,400,774.745,24,0.08070260416666666
700330022,1250,6439.181208053691,447,0.2146393736017897
700330023,1000,5913.32923076923,455,0.24638871794871792
700330028,400,441.25054945054944,455,0.0459635989010989
700330029,250,398.54241758241756,455,0.06642373626373627
700330031,1000,891.56,24,0.03714833333333333
700330036,630,5116.80547112462,329,0.33841306025956486
700330038,1000,4520.693333333334,24,0.18836222222222224
700330039,1000,5282.517333333333,255,0.22010488888888888
700330041,250,556.3855045871559,436,0.09273091743119265
700330042,1000,3632.3016915422886,402,0.15134590381426202
700330043,1250,2439.547252747253,455,0.08131824175824176
700330044,50,35.58549019607843,255,0.029654575163398693
700330046,1250,1859.8945054945054,455,0.061996483516483514
700330051,1250,4063.866666666667,24,0.13546222222222223
700330056,1000,6463.573333333334,24,0.2693155555555556
700330057,1250,6389.099999999999,24,0.21297
700330060,250,121.53918322295806,453,0.020256530537159676
700330061,400,12.96,1,0.00135
700330062,1250,882.6977011494253,348,0.029423256704980843
700330065,50,165.4380281690141,142,0.13786502347417842
700330067,250,1434.8967032967032,455,0.23914945054945053
700330068,160,194.29326923076923,104,0.050597205528846154
700330069,1250,3285.4824372759854,279,0.10951608124253284
700330070,630,1386.8934640522878,306,0.09172575820451638
700330072,630,2555.0153846153844,455,0.16898249898249898
700330074,630,4723.766666666666,24,0.312418430335097
700330075,400,1441.5565217391306,23,0.15016213768115944
700330080,1250,3754.501098901099,455,0.12515003663003663
700330084,50,17.131666666666668,24,0.01427638888888889
700330085,250,1316.828131868132,455,0.21947135531135534
700330089,250,1627.021186813187,455,0.2711701978021978
700330090,1250,2230.814754098361,244,0.0743604918032787
700330093,400,1418.05,24,0.14771354166666667
700330098,630,2541.7767241379306,232,0.16810692619959858
700330101,630,331.7517985611511,278,0.02194125651859465
700330103,250,1103.8104615384616,455,0.18396841025641025
700330106,1250,7438.099999999999,24,0.24793666666666664
700330110,1000,2475.7599999999998,24,0.10315666666666666
700330112,1000,9363.226666666667,24,0.39013444444444445
700330116,1250,2327.1600000000003,24,0.07757200000000002
700330117,1250,7331.982089552239,268,0.24439940298507462
700330118,400,0.0,1,0.0
700330123,1250,2708.281818181818,44,0.0902760606060606
700330129,1000,9865.786666666667,24,0.41107444444444446
700330133,630,0.0,168,0.0
700330136,2000,0.0,165,0.0
700330137,1000,2566.879619952494,421,0.10695331749802059
700330138,1250,2980.886505494506,455,0.09936288351648352
700330140,400,302.27706666666666,450,0.03148719444444444
700330145,630,1239.0833333333333,24,0.08194995590828924
700330147,400,206.48307692307694,455,0.021508653846153847
700330148,400,597.531377245509,334,0.06224285179640719
700330149,1250,7442.278260869565,23,0.2480759420289855
700330151,1000,2861.4807912087913,455,0.1192283663003663
700330152,250,1376.5785365853658,82,0.22942975609756097
700330154,1250,1628.1705494505493,455,0.05427235164835164
700330155,1000,7119.011868131868,455,0.2966254945054945
700330163,1000,1503.7854945054946,455,0.06265772893772895
700330169,160,45.660000000000004,2,0.011890625
700330172,630,0.0,418,0.0
700330174,630,3278.443956043956,455,0.2168283039711611
700330175,100,0.0,53,0.0
700330176,400,1128.5628220858896,326,0.1175586273006135
700330178,400,3369.752222222222,216,0.3510158564814814
700330179,150,180.82860103626942,193,0.05023016695451928
700330180,400,1713.7665198237885,454,0.17851734581497797
700330181,400,1155.4356923076923,455,0.12035788461538462
700330188,100,96.10596026490066,453,0.04004415011037527
700330197,630,3703.1826415094342,265,0.24491948687231707
700330200,400,157.34166666666667,24,0.016389756944444445
700330201,250,717.9986823529412,425,0.11966644705882352
700330202,250,13.12,1,0.0021866666666666666
700330204,160,194.3056,300,0.05060041666666667
700330205,630,3836.1674725274725,455,0.25371477992906566
700330206,1000,1038.7624778761062,226,0.043281769911504425
700330207,1000,876.6299099099099,444,0.036526246246246244
700330209,630,661.0136263736264,455,0.043717832432118145
700330210,400,497.2541538461539,455,0.0517973076923077
700330215,100,12.885333333333334,135,0.005368888888888889
700330220,250,176.25097345132744,452,0.029375162241887905
700330221,1000,1046.9722167487685,203,0.04362384236453202
700330222,630,1464.9833333333333,24,0.09689043209876544
700330223,630,2490.234146341463,287,0.16469802555168409
700330224,1000,2144.151208791209,455,0.0893396336996337
700330225,50,0.15678414096916302,454,0.00013065345080763585
700330228,250,253.85135802469134,324,0.04230855967078189
700330231,400,88.81449339207049,454,0.009251509728340676
700330233,1000,3086.1714285714284,455,0.12859047619047617
700330234,1000,266.9088351648352,455,0.011121201465201467
700330235,400,902.9349887133183,443,0.09405572799097066
700330237,630,446.19912087912087,455,0.029510523867666724
700330239,1000,581.44,2,0.02422666666666667
700330240,250,132.5919646799117,453,0.022098660779985284
700330241,400,2465.2765714285715,455,0.25679964285714285
700330245,400,3262.7024175824176,455,0.3398648351648352
700330247,400,3815.945550660793,454,0.39749432819383257
700330248,400,508.00946236559145,279,0.052917652329749106
700330249,250,10.96,9,0.0018266666666666668
700330252,400,3073.6012334801762,454,0.320166795154185
700330253,1250,2637.8399999999997,455,0.08792799999999999
700330254,400,3205.884923076923,455,0.3339463461538461
700330255,1250,1062.9257142857143,455,0.035430857142857146
700330259,400,384.720782396088,409,0.0400750814995925
700330262,400,400.24158241758244,455,0.041691831501831506
700330264,400,0.9355307262569831,358,9.745111731843574e-05
700330265,150,368.2418901098901,455,0.10228941391941392
700330266,250,431.88044444444444,360,0.07198007407407407
700330269,630,1130.5346884875846,443,0.07477081273066036
700330270,1250,7166.385321100917,436,0.2388795107033639
700330271,400,1356.7199999999998,2,0.14132499999999998
700330272,100,536.8010572687225,454,0.22366710719530103
700330273,160,26.439775280898875,89,0.006885358146067415
700330274,250,2180.1552527472527,455,0.36335920879120875
700330275,400,1947.4024615384615,455,0.20285442307692306
700330279,250,393.3545494505495,455,0.06555909157509159
700330280,250,1282.1918241758242,455,0.21369863736263736
700330285,100,212.40769230769232,455,0.08850320512820513
700330287,100,144.35347826086957,23,0.06014728260869565
700330288,1250,303.76703296703295,455,0.010125567765567766
700330289,1000,3397.5391304347822,23,0.14156413043478258
700330290,1250,972.2979020979021,286,0.03240993006993007
700330291,1250,1014.6654945054945,455,0.03382218315018315
700330293,150,168.2906756756757,148,0.046747409909909915
700330295,400,1944.0958490566038,159,0.20250998427672956
700330298,250,184.16861538461538,455,0.03069476923076923
700330304,1250,4591.790432801822,439,0.15305968109339407
700330305,1250,7941.717966101694,295,0.2647239322033898
700330309,1250,3338.8993406593404,455,0.11129664468864468
700387731,400,143.05463414634147,82,0.014901524390243902
700387732,400,177.58108882521492,349,0.018498030085959887
700387735,400,1262.3953024911032,281,0.1314995106761566
700387736,400,57.45176470588235,85,0.005984558823529411
700387741,400,232.91696202531645,79,0.024262183544303796
700387742,400,1064.4757195571956,271,0.11088288745387453
700416317,250,3207.1166593406597,455,0.5345194432234432
700416513,630,2021.4625,400,0.1336946097883598
700416515,160,377.11310679611654,206,0.09820653822815535
700416517,400,860.2077362637363,455,0.08960497252747253
700416533,1000,6460.937142857143,455,0.26920571428571427
700416535,1000,6390.717186813186,455,0.26627988278388276
700416537,400,1995.0908235294116,255,0.20782196078431373
700416538,1250,8049.222573363431,443,0.26830741911211436
700416539,400,4067.9682666666668,450,0.42374669444444446
700416541,630,3416.2919642857146,448,0.22594523573318218
700416544,250,117.4029010989011,455,0.019567150183150184
700416546,160,334.89300733496333,409,0.0872117206601467
700416547,160,389.3224060150376,133,0.1013860432330827
700416548,400,2170.7252328159643,451,0.22611721175166294
700416549,100,55.10347252747253,455,0.02295978021978022
700416554,160,56.05387665198238,454,0.014597363711453743
700416555,400,167.19507692307693,455,0.017416153846153845
700416556,400,2998.6175634517767,394,0.3123559961928934
700416557,160,267.11446153846157,455,0.0695610576923077
700416559,250,511.6562229102167,323,0.08527603715170277
700416584,160,0.0,1,0.0
700416592,250,269.3736629213483,445,0.044895610486891384
700416593,160,131.9566153846154,455,0.034363701923076924
700416594,250,128.49828571428571,455,0.021416380952380954
700416595,400,3618.6863157894736,114,0.37694649122807017
700416596,400,1002.6055102040816,196,0.10443807397959183
700416597,100,59.08958241758241,455,0.024620659340659337
700416598,50,25.693125000000002,32,0.0214109375
700416600,1250,1292.3333333333333,6,0.04307777777777778
700416601,250,373.034021978022,455,0.062172336996337
700416611,160,244.6964835164835,455,0.06372304258241758
700416612,100,144.65298013245032,453,0.060272075055187634
700416613,400,885.48,2,0.0922375
700416616,160,480.0232087912088,455,0.12500604395604395
700416617,160,547.0718032786884,244,0.14246661543715844
700416808,100,295.7382197802198,455,0.12322425824175826
